Event Start,Event End,Location,Event Name,Group Contact,Services
8:00 AM,5:00 PM,"Rudder Tower-Rudder Tower 308- (Lecture,80, act.0)Aggieland Admissions Center","Rudder Tower-Rudder Tower 308- (Lecture,80, act.0)Aggieland Admissions Center",Office of AdmissionsAndrea Kozack,"1 - Rudder Tower Meeting Room LCD Projector Package No Charge; 1 - Drop  Box (Extension Cord); 1 - PC/iPod audio to room sound; 1 - Rudder Tower Meeting Rooms LCD Projector No Charge

If you are using our A/V system, please ensure that your laptop has the ability to connect to HDMI. If your laptop does not have an HDMI port, you will need to bring the appropriate adapter for your laptop to connect to HDMI."
